source	target	type	effect	arrow	relation_id	kegg_id_source	genesymbol_source	uniprot_source	kegg_id_target	genesymbol_target	uniprot_target	pathway_name
5228	221	220	PPrel	activation	-->	hsa04935:15	hsa:1442 hsa:1443 hsa:2688 hsa:2689	CSH1	P0DML2	hsa:2690	GHR	P10912	Growth hormone synthesis, secretion and action
5229	220	237	PPrel	activation	-->	hsa04935:16	hsa:2690	GHR	P10912	hsa:3717	JAK2	O60674	Growth hormone synthesis, secretion and action
5230	237	16	PPrel	activation	-->	hsa04935:17	hsa:3717	JAK2	O60674	hsa:5335 hsa:5336	PLCG1	P19174	Growth hormone synthesis, secretion and action
5231	91	104	PPrel	activation	-->	hsa04935:23	hsa:5578 hsa:5579 hsa:5582	PRKCA	P17252	hsa:775 hsa:776 hsa:778 hsa:779	CACNA1C	Q13936	Growth hormone synthesis, secretion and action
5232	237	282	PPrel	activation	-->	hsa04935:24	hsa:3717	JAK2	O60674	hsa:25759 hsa:399694 hsa:53358 hsa:6464	SHC2	P98077	Growth hormone synthesis, secretion and action
5233	282	283	PPrel	activation	-->	hsa04935:25	hsa:25759 hsa:399694 hsa:53358 hsa:6464	SHC2	P98077	hsa:2885	GRB2	P62993	Growth hormone synthesis, secretion and action
5234	283	284	PPrel	activation	-->	hsa04935:26	hsa:2885	GRB2	P62993	hsa:6654 hsa:6655	SOS1	Q07889	Growth hormone synthesis, secretion and action
5235	283	284	PPrel	activation	-->	hsa04935:26	hsa:2885	GRB2	P62993	hsa:6654 hsa:6655	HGF	P14210	Growth hormone synthesis, secretion and action
5236	284	236	PPrel	activation	-->	hsa04935:27	hsa:6654 hsa:6655	SOS1	Q07889	hsa:3265 hsa:3845 hsa:4893	HRAS	P01112	Growth hormone synthesis, secretion and action
5237	284	236	PPrel	activation	-->	hsa04935:27	hsa:6654 hsa:6655	HGF	P14210	hsa:3265 hsa:3845 hsa:4893	HRAS	P01112	Growth hormone synthesis, secretion and action
5238	236	88	PPrel	activation	-->	hsa04935:28	hsa:3265 hsa:3845 hsa:4893	HRAS	P01112	hsa:5894	RAF1	P04049	Growth hormone synthesis, secretion and action
5239	237	264	PPrel	activation	-->	hsa04935:29	hsa:3717	JAK2	O60674	hsa:6772 hsa:6774 hsa:6776 hsa:6777	STAT1	P42224	Growth hormone synthesis, secretion and action
5240	237	238	PPrel	activation	-->	hsa04935:30	hsa:3717	JAK2	O60674	hsa:3667 hsa:8471 hsa:8660	IRS1	P35568	Growth hormone synthesis, secretion and action
5241	238	239	PPrel	activation	-->	hsa04935:31	hsa:3667 hsa:8471 hsa:8660	IRS1	P35568	hsa:5290 hsa:5291 hsa:5293 hsa:5295 hsa:5296 hsa:8503	PIK3CA	P42336	Growth hormone synthesis, secretion and action
5242	239	240	PPrel	activation	-->	hsa04935:32	hsa:5290 hsa:5291 hsa:5293 hsa:5295 hsa:5296 hsa:8503	PIK3CA	P42336	hsa:10000 hsa:207 hsa:208	AKT3	Q9Y243	Growth hormone synthesis, secretion and action
5243	237	253	PPrel	activation	-->	hsa04935:33	hsa:3717	JAK2	O60674	hsa:5747	PTK2	Q05397	Growth hormone synthesis, secretion and action
5244	253	254	PPrel	activation	-->	hsa04935:34	hsa:5747	PTK2	Q05397	hsa:9564	BCAR1	P56945	Growth hormone synthesis, secretion and action
5245	253	255	PPrel	activation	-->	hsa04935:35	hsa:5747	PTK2	Q05397	hsa:1398 hsa:1399	CRK	P46108	Growth hormone synthesis, secretion and action
5246	254	256	PPrel	activation	-->	hsa04935:36	hsa:9564	BCAR1	P56945	hsa:4214	MAP3K1	Q13233	Growth hormone synthesis, secretion and action
5247	255	256	PPrel	activation	-->	hsa04935:37	hsa:1398 hsa:1399	CRK	P46108	hsa:4214	MAP3K1	Q13233	Growth hormone synthesis, secretion and action
5248	219	227	PPrel	activation	-->	hsa04935:38	hsa:5566 hsa:5567 hsa:5568	PRKACA	P17612	hsa:10488 hsa:1385 hsa:1386 hsa:1388 hsa:148327 hsa:468 hsa:64764 hsa:84699 hsa:90993 hsa:9586	CREB3	O43889	Growth hormone synthesis, secretion and action
5249	88	89	PPrel	activation	-->	hsa04935:39	hsa:5894	RAF1	P04049	hsa:5604 hsa:5605	MAP2K1	Q02750	Growth hormone synthesis, secretion and action
5250	89	90	PPrel	activation	-->	hsa04935:40	hsa:5604 hsa:5605	MAP2K1	Q02750	hsa:5594 hsa:5595	MAPK1	P28482	Growth hormone synthesis, secretion and action
5251	256	296	PPrel	activation	-->	hsa04935:41	hsa:4214	MAP3K1	Q13233	hsa:5606 hsa:5608 hsa:6416	MAP2K3	P46734	Growth hormone synthesis, secretion and action
5252	296	298	PPrel	activation	-->	hsa04935:42	hsa:5606 hsa:5608 hsa:6416	MAP2K3	P46734	hsa:5599 hsa:5601 hsa:5602	MAPK8	P45983	Growth hormone synthesis, secretion and action
5253	296	257	PPrel	activation	-->	hsa04935:43	hsa:5606 hsa:5608 hsa:6416	MAP2K3	P46734	hsa:1432 hsa:5600 hsa:5603 hsa:6300	MAPK14	Q16539	Growth hormone synthesis, secretion and action
5254	227	228	GErel	expression	-->	hsa04935:44	hsa:10488 hsa:1385 hsa:1386 hsa:1388 hsa:148327 hsa:468 hsa:64764 hsa:84699 hsa:90993 hsa:9586	CREB3	O43889	hsa:5449	POU1F1	P28069	Growth hormone synthesis, secretion and action
5255	227	295	GErel	expression	-->	hsa04935:45	hsa:10488 hsa:1385 hsa:1386 hsa:1388 hsa:148327 hsa:468 hsa:64764 hsa:84699 hsa:90993 hsa:9586	CREB3	O43889	hsa:2353	FOS	P01100	Growth hormone synthesis, secretion and action
5256	295	216	GErel	expression	-->	hsa04935:46	hsa:2353	FOS	P01100	hsa:1442 hsa:1443 hsa:2688 hsa:2689	CSH1	P0DML2	Growth hormone synthesis, secretion and action
5257	228	216	GErel	expression	-->	hsa04935:47	hsa:5449	POU1F1	P28069	hsa:1442 hsa:1443 hsa:2688 hsa:2689	CSH1	P0DML2	Growth hormone synthesis, secretion and action
5258	90	246	GErel	expression	-->	hsa04935:48	hsa:5594 hsa:5595	MAPK1	P28482	hsa:3479	IGF1	P05019	Growth hormone synthesis, secretion and action
5259	90	249	GErel	expression	-->	hsa04935:49	hsa:5594 hsa:5595	MAPK1	P28482	hsa:3726	JUNB	P17275	Growth hormone synthesis, secretion and action
5260	90	247	GErel	expression	-->	hsa04935:50	hsa:5594 hsa:5595	MAPK1	P28482	hsa:8651 hsa:8835 hsa:9021	SOCS1	O15524	Growth hormone synthesis, secretion and action
5261	90	302	GErel	expression	-->	hsa04935:51	hsa:5594 hsa:5595	MAPK1	P28482	hsa:3483	IGFALS	P35858	Growth hormone synthesis, secretion and action
5262	90	248	GErel	expression	-->	hsa04935:52	hsa:5594 hsa:5595	MAPK1	P28482	hsa:2353	FOS	P01100	Growth hormone synthesis, secretion and action
5263	90	303	GErel	expression	-->	hsa04935:53	hsa:5594 hsa:5595	MAPK1	P28482	hsa:3486	IGFBP3	P17936	Growth hormone synthesis, secretion and action
5264	264	246	GErel	expression	-->	hsa04935:54	hsa:6772 hsa:6774 hsa:6776 hsa:6777	STAT1	P42224	hsa:3479	IGF1	P05019	Growth hormone synthesis, secretion and action
5265	264	249	GErel	expression	-->	hsa04935:55	hsa:6772 hsa:6774 hsa:6776 hsa:6777	STAT1	P42224	hsa:3726	JUNB	P17275	Growth hormone synthesis, secretion and action
5266	264	247	GErel	expression	-->	hsa04935:56	hsa:6772 hsa:6774 hsa:6776 hsa:6777	STAT1	P42224	hsa:8651 hsa:8835 hsa:9021	SOCS1	O15524	Growth hormone synthesis, secretion and action
5267	264	302	GErel	expression	-->	hsa04935:57	hsa:6772 hsa:6774 hsa:6776 hsa:6777	STAT1	P42224	hsa:3483	IGFALS	P35858	Growth hormone synthesis, secretion and action
5268	264	248	GErel	expression	-->	hsa04935:58	hsa:6772 hsa:6774 hsa:6776 hsa:6777	STAT1	P42224	hsa:2353	FOS	P01100	Growth hormone synthesis, secretion and action
5269	264	303	GErel	expression	-->	hsa04935:59	hsa:6772 hsa:6774 hsa:6776 hsa:6777	STAT1	P42224	hsa:3486	IGFBP3	P17936	Growth hormone synthesis, secretion and action
5270	241	246	GErel	expression	-->	hsa04935:60	hsa:2475	MTOR	P42345	hsa:3479	IGF1	P05019	Growth hormone synthesis, secretion and action
5271	241	249	GErel	expression	-->	hsa04935:61	hsa:2475	MTOR	P42345	hsa:3726	JUNB	P17275	Growth hormone synthesis, secretion and action
5272	241	247	GErel	expression	-->	hsa04935:62	hsa:2475	MTOR	P42345	hsa:8651 hsa:8835 hsa:9021	SOCS1	O15524	Growth hormone synthesis, secretion and action
5273	241	302	GErel	expression	-->	hsa04935:63	hsa:2475	MTOR	P42345	hsa:3483	IGFALS	P35858	Growth hormone synthesis, secretion and action
5274	241	248	GErel	expression	-->	hsa04935:64	hsa:2475	MTOR	P42345	hsa:2353	FOS	P01100	Growth hormone synthesis, secretion and action
5275	241	303	GErel	expression	-->	hsa04935:65	hsa:2475	MTOR	P42345	hsa:3486	IGFBP3	P17936	Growth hormone synthesis, secretion and action
5276	276	63	PPrel	inhibition	--|	hsa04935:66	hsa:2770 hsa:2771 hsa:2773	GNAI1	P63096	hsa:107 hsa:108 hsa:109 hsa:111 hsa:112 hsa:113 hsa:114 hsa:115 hsa:196883 hsa:55811	ADCY1	Q08828	Growth hormone synthesis, secretion and action
5277	240	242	PPrel	inhibition	--|	hsa04935:67	hsa:10000 hsa:207 hsa:208	AKT3	Q9Y243	hsa:2932	GSK3B	P49841	Growth hormone synthesis, secretion and action
5278	242	246	GErel	repression	--|	hsa04935:68	hsa:2932	GSK3B	P49841	hsa:3479	IGF1	P05019	Growth hormone synthesis, secretion and action
5279	242	249	GErel	repression	--|	hsa04935:69	hsa:2932	GSK3B	P49841	hsa:3726	JUNB	P17275	Growth hormone synthesis, secretion and action
5280	242	247	GErel	repression	--|	hsa04935:70	hsa:2932	GSK3B	P49841	hsa:8651 hsa:8835 hsa:9021	SOCS1	O15524	Growth hormone synthesis, secretion and action
5281	242	302	GErel	repression	--|	hsa04935:71	hsa:2932	GSK3B	P49841	hsa:3483	IGFALS	P35858	Growth hormone synthesis, secretion and action
5282	242	248	GErel	repression	--|	hsa04935:72	hsa:2932	GSK3B	P49841	hsa:2353	FOS	P01100	Growth hormone synthesis, secretion and action
5283	242	303	GErel	repression	--|	hsa04935:73	hsa:2932	GSK3B	P49841	hsa:3486	IGFBP3	P17936	Growth hormone synthesis, secretion and action
5284	219	223	PPrel	activation	-->	hsa04935:74	hsa:5566 hsa:5567 hsa:5568	PRKACA	P17612	hsa:775 hsa:776 hsa:778 hsa:779	CACNA1C	Q13936	Growth hormone synthesis, secretion and action
5285	240	241	PPrel	activation	-->	hsa04935:75	hsa:10000 hsa:207 hsa:208	AKT3	Q9Y243	hsa:2475	MTOR	P42345	Growth hormone synthesis, secretion and action
5286	271	306	PPrel	binding/association	---	hsa04935:76	hsa:2693	GHSR	Q92847	hsa:112609	MRAP2	Q96G30	Growth hormone synthesis, secretion and action
5287	29	30	PPrel	activation	-->	hsa04918:1	hsa:1081 hsa:7252	CGA	P01215	hsa:7253	TSHR	P16473	Thyroid hormone synthesis
5288	30	33	PPrel	activation	-->	hsa04918:2	hsa:7253	TSHR	P16473	hsa:2778	GNAS	Q5JWF2	Thyroid hormone synthesis
5289	30	33	PPrel	activation	-->	hsa04918:2	hsa:7253	TSHR	P16473	hsa:2778	GNAS	O95467	Thyroid hormone synthesis
5290	30	33	PPrel	activation	-->	hsa04918:2	hsa:7253	TSHR	P16473	hsa:2778	GNAS	P63092	Thyroid hormone synthesis
5291	30	33	PPrel	activation	-->	hsa04918:2	hsa:7253	TSHR	P16473	hsa:2778	GNAS	P84996	Thyroid hormone synthesis
5292	33	34	PPrel	activation	-->	hsa04918:3	hsa:2778	GNAS	Q5JWF2	hsa:107 hsa:108 hsa:109 hsa:111 hsa:112 hsa:113 hsa:114 hsa:115 hsa:196883	ADCY1	Q08828	Thyroid hormone synthesis
5293	33	34	PPrel	activation	-->	hsa04918:3	hsa:2778	GNAS	O95467	hsa:107 hsa:108 hsa:109 hsa:111 hsa:112 hsa:113 hsa:114 hsa:115 hsa:196883	ADCY1	Q08828	Thyroid hormone synthesis
5294	33	34	PPrel	activation	-->	hsa04918:3	hsa:2778	GNAS	P63092	hsa:107 hsa:108 hsa:109 hsa:111 hsa:112 hsa:113 hsa:114 hsa:115 hsa:196883	ADCY1	Q08828	Thyroid hormone synthesis
5295	33	34	PPrel	activation	-->	hsa04918:3	hsa:2778	GNAS	P84996	hsa:107 hsa:108 hsa:109 hsa:111 hsa:112 hsa:113 hsa:114 hsa:115 hsa:196883	ADCY1	Q08828	Thyroid hormone synthesis
5296	19	47	PPrel	activation	-->	hsa04918:6	hsa:5566 hsa:5567 hsa:5568	PRKACA	P17612	hsa:7270	TTF1	Q15361	Thyroid hormone synthesis
5297	19	48	PPrel	activation	-->	hsa04918:7	hsa:5566 hsa:5567 hsa:5568	PRKACA	P17612	hsa:8458	TTF2	Q9UNY4	Thyroid hormone synthesis
5298	19	49	PPrel	activation	-->	hsa04918:8	hsa:5566 hsa:5567 hsa:5568	PRKACA	P17612	hsa:7849	PAX8	Q06710	Thyroid hormone synthesis
5299	19	50	PPrel	activation	-->	hsa04918:9	hsa:5566 hsa:5567 hsa:5568	PRKACA	P17612	hsa:10488 hsa:1385 hsa:1386 hsa:1388 hsa:148327 hsa:468 hsa:64764 hsa:84699 hsa:90993 hsa:9586	CREB3	O43889	Thyroid hormone synthesis
5300	30	31	PPrel	activation	-->	hsa04918:10	hsa:7253	TSHR	P16473	hsa:2776	GNAQ	P50148	Thyroid hormone synthesis
5301	30	31	PPrel	activation	-->	hsa04918:10	hsa:7253	TSHR	P16473	hsa:2776	CMC1	Q7Z7K0	Thyroid hormone synthesis
5302	31	32	PPrel	activation	-->	hsa04918:11	hsa:2776	GNAQ	P50148	hsa:23236 hsa:5330 hsa:5331 hsa:5332	PLCB1	Q9NQ66	Thyroid hormone synthesis
5303	31	32	PPrel	activation	-->	hsa04918:11	hsa:2776	CMC1	Q7Z7K0	hsa:23236 hsa:5330 hsa:5331 hsa:5332	PLCB1	Q9NQ66	Thyroid hormone synthesis
5304	45	47	PPrel	activation	-->	hsa04918:14	hsa:5578 hsa:5579 hsa:5582	PRKCA	P17252	hsa:7270	TTF1	Q15361	Thyroid hormone synthesis
5305	45	48	PPrel	activation	-->	hsa04918:15	hsa:5578 hsa:5579 hsa:5582	PRKCA	P17252	hsa:8458	TTF2	Q9UNY4	Thyroid hormone synthesis
5306	45	49	PPrel	activation	-->	hsa04918:16	hsa:5578 hsa:5579 hsa:5582	PRKCA	P17252	hsa:7849	PAX8	Q06710	Thyroid hormone synthesis
5307	45	50	PPrel	activation	-->	hsa04918:17	hsa:5578 hsa:5579 hsa:5582	PRKCA	P17252	hsa:10488 hsa:1385 hsa:1386 hsa:1388 hsa:148327 hsa:468 hsa:64764 hsa:84699 hsa:90993 hsa:9586	CREB3	O43889	Thyroid hormone synthesis
5308	47	35	GErel	expression	-->	hsa04918:20	hsa:7270	TTF1	Q15361	hsa:7038	TG	P01266	Thyroid hormone synthesis
5309	48	35	GErel	expression	-->	hsa04918:21	hsa:8458	TTF2	Q9UNY4	hsa:7038	TG	P01266	Thyroid hormone synthesis
5310	49	35	GErel	expression	-->	hsa04918:22	hsa:7849	PAX8	Q06710	hsa:7038	TG	P01266	Thyroid hormone synthesis
5311	50	35	GErel	expression	-->	hsa04918:23	hsa:10488 hsa:1385 hsa:1386 hsa:1388 hsa:148327 hsa:468 hsa:64764 hsa:84699 hsa:90993 hsa:9586	CREB3	O43889	hsa:7038	TG	P01266	Thyroid hormone synthesis
5312	178	136	PPrel	binding/association	---	hsa04918:24	hsa:432 hsa:433	ASGR1	P07306	hsa:7038	TG	P01266	Thyroid hormone synthesis
5313	112	39	PPrel	activation	-->	hsa04918:25	hsa:405753	DUOXA2	Q1HG44	hsa:50506 hsa:53905	DUOX2	Q9NRD8	Thyroid hormone synthesis
5314	153	154	PPrel	binding/association	---	hsa04918:36	hsa:4036	LRP2	P98164	hsa:7038	TG	P01266	Thyroid hormone synthesis
5315	16	74	PPrel	activation	-->	hsa04919:3	hsa:5578 hsa:5579 hsa:5582	PRKCA	P17252	hsa:5594 hsa:5595	MAPK1	P28482	Thyroid hormone signaling pathway
5316	67	34	PPrel	activation	-->	hsa04919:8	hsa:5566 hsa:5567 hsa:5568	PRKACA	P17612	hsa:5604 hsa:5605	MAP2K1	Q02750	Thyroid hormone signaling pathway
5317	32	33	PPrel	activation	-->	hsa04919:9	hsa:3265 hsa:3845 hsa:4893	HRAS	P01112	hsa:5894	RAF1	P04049	Thyroid hormone signaling pathway
5318	33	34	PPrel	activation	-->	hsa04919:14	hsa:5894	RAF1	P04049	hsa:5604 hsa:5605	MAP2K1	Q02750	Thyroid hormone signaling pathway
5319	34	74	PPrel	activation	-->	hsa04919:15	hsa:5604 hsa:5605	MAP2K1	Q02750	hsa:5594 hsa:5595	MAPK1	P28482	Thyroid hormone signaling pathway
5320	74	35	PPrel	activation	-->	hsa04919:16	hsa:5594 hsa:5595	MAPK1	P28482	hsa:6772	STAT1	P42224	Thyroid hormone signaling pathway
5321	74	75	PPrel	activation	-->	hsa04919:17	hsa:5594 hsa:5595	MAPK1	P28482	hsa:7157	TP53	P04637	Thyroid hormone signaling pathway
5322	74	76	PPrel	activation	-->	hsa04919:18	hsa:5594 hsa:5595	MAPK1	P28482	hsa:2099	ESR1	P03372	Thyroid hormone signaling pathway
5323	74	56	PPrel	activation	-->	hsa04919:19	hsa:5594 hsa:5595	MAPK1	P28482	hsa:7068	THRB	P10828	Thyroid hormone signaling pathway
5324	16	88	PPrel	activation	-->	hsa04919:20	hsa:5578 hsa:5579 hsa:5582	PRKCA	P17252	hsa:6548	SLC9A1	P19634	Thyroid hormone signaling pathway
5325	196	15	PPrel	activation	-->	hsa04919:24	hsa:6714	SRC	P12931	hsa:5290 hsa:5291 hsa:5293 hsa:5295 hsa:5296 hsa:8503	PIK3CA	P42336	Thyroid hormone signaling pathway
5326	45	15	PPrel	activation	-->	hsa04919:25	hsa:7068	THRB	P10828	hsa:5290 hsa:5291 hsa:5293 hsa:5295 hsa:5296 hsa:8503	PIK3CA	P42336	Thyroid hormone signaling pathway
5327	14	13	PPrel	activation	-->	hsa04919:28	hsa:5170	PDPK1	O15530	hsa:10000 hsa:207 hsa:208	AKT3	Q9Y243	Thyroid hormone signaling pathway
5328	14	13	PPrel	activation	-->	hsa04919:28	hsa:5170	PDK1	Q15118	hsa:10000 hsa:207 hsa:208	AKT3	Q9Y243	Thyroid hormone signaling pathway
5329	14	13	PPrel	activation	-->	hsa04919:28	hsa:5170	PDPK2P	Q6A1A2	hsa:10000 hsa:207 hsa:208	AKT3	Q9Y243	Thyroid hormone signaling pathway
5330	15	44	PPrel	activation	-->	hsa04919:29	hsa:5290 hsa:5291 hsa:5293 hsa:5295 hsa:5296 hsa:8503	PIK3CA	P42336	hsa:7067	THRA	P10827	Thyroid hormone signaling pathway
5331	13	151	PPrel	activation	-->	hsa04919:30	hsa:10000 hsa:207 hsa:208	AKT3	Q9Y243	hsa:4193	MDM2	Q00987	Thyroid hormone signaling pathway
5332	13	81	PPrel	activation	-->	hsa04919:31	hsa:10000 hsa:207 hsa:208	AKT3	Q9Y243	hsa:9882	TBC1D4	O60343	Thyroid hormone signaling pathway
5333	13	82	PPrel	activation	-->	hsa04919:32	hsa:10000 hsa:207 hsa:208	AKT3	Q9Y243	hsa:5208	PFKFB2	O60825	Thyroid hormone signaling pathway
5334	13	20	PPrel	inhibition	--|	hsa04919:33	hsa:10000 hsa:207 hsa:208	AKT3	Q9Y243	hsa:2932	GSK3B	P49841	Thyroid hormone signaling pathway
5335	20	19	PPrel	inhibition	--|	hsa04919:34	hsa:2932	GSK3B	P49841	hsa:1499	CTNNB1	P35222	Thyroid hormone signaling pathway
5336	13	157	PPrel	inhibition	--|	hsa04919:35	hsa:10000 hsa:207 hsa:208	AKT3	Q9Y243	hsa:7249	TSC2	P49815	Thyroid hormone signaling pathway
5337	151	152	PPrel	inhibition	--|	hsa04919:36	hsa:4193	MDM2	Q00987	hsa:7157	TP53	P04637	Thyroid hormone signaling pathway
5338	157	158	PPrel	inhibition	--|	hsa04919:37	hsa:7249	TSC2	P49815	hsa:6009	RHEB	Q15382	Thyroid hormone signaling pathway
5339	13	164	PPrel	inhibition	--|	hsa04919:38	hsa:10000 hsa:207 hsa:208	AKT3	Q9Y243	hsa:572	BAD	Q92934	Thyroid hormone signaling pathway
5340	13	165	PPrel	inhibition	--|	hsa04919:39	hsa:10000 hsa:207 hsa:208	AKT3	Q9Y243	hsa:2308	FOXO1	Q12778	Thyroid hormone signaling pathway
5341	13	166	PPrel	inhibition	--|	hsa04919:40	hsa:10000 hsa:207 hsa:208	AKT3	Q9Y243	hsa:842	CASP9	P55211	Thyroid hormone signaling pathway
5342	158	51	PPrel	activation	-->	hsa04919:41	hsa:6009	RHEB	Q15382	hsa:2475	MTOR	P42345	Thyroid hormone signaling pathway
5343	176	215	GErel	expression	-->	hsa04919:42	hsa:7068	THRB	P10828	hsa:595	CCND1	P24385	Thyroid hormone signaling pathway
5344	176	60	GErel	expression	-->	hsa04919:43	hsa:7068	THRB	P10828	hsa:2626	GATA4	P43694	Thyroid hormone signaling pathway
5345	176	61	GErel	expression	-->	hsa04919:44	hsa:7068	THRB	P10828	hsa:1827	RCAN1	P53805	Thyroid hormone signaling pathway
5346	176	61	GErel	expression	-->	hsa04919:44	hsa:7068	THRB	P10828	hsa:1827	DSC1	Q08554	Thyroid hormone signaling pathway
5347	176	61	GErel	expression	-->	hsa04919:44	hsa:7068	THRB	P10828	hsa:1827	RCN1	Q15293	Thyroid hormone signaling pathway
5348	176	62	GErel	expression	-->	hsa04919:45	hsa:7068	THRB	P10828	hsa:3091	HIF1A	Q16665	Thyroid hormone signaling pathway
5349	176	216	GErel	expression	-->	hsa04919:46	hsa:7068	THRB	P10828	hsa:4609	MYC	P01106	Thyroid hormone signaling pathway
5350	176	63	GErel	expression	-->	hsa04919:47	hsa:7068	THRB	P10828	hsa:4624 hsa:4625	MYH6	P13533	Thyroid hormone signaling pathway
5351	176	64	GErel	expression	-->	hsa04919:48	hsa:7068	THRB	P10828	hsa:487 hsa:488 hsa:489	ATP2A1	O14983	Thyroid hormone signaling pathway
5352	176	65	GErel	expression	-->	hsa04919:49	hsa:7068	THRB	P10828	hsa:5350	PLN	P26678	Thyroid hormone signaling pathway
5353	176	209	GErel	expression	-->	hsa04919:50	hsa:7068	THRB	P10828	hsa:54361	WNT4	P56705	Thyroid hormone signaling pathway
5354	176	210	GErel	expression	-->	hsa04919:51	hsa:7068	THRB	P10828	hsa:1499	CTNNB1	P35222	Thyroid hormone signaling pathway
5355	205	63	GErel	expression	-->	hsa04919:52	hsa:7067	THRA	P10827	hsa:4624 hsa:4625	MYH6	P13533	Thyroid hormone signaling pathway
5356	205	64	GErel	expression	-->	hsa04919:53	hsa:7067	THRA	P10827	hsa:487 hsa:488 hsa:489	ATP2A1	O14983	Thyroid hormone signaling pathway
5357	205	65	GErel	expression	-->	hsa04919:54	hsa:7067	THRA	P10827	hsa:5350	PLN	P26678	Thyroid hormone signaling pathway
5358	205	209	GErel	expression	-->	hsa04919:55	hsa:7067	THRA	P10827	hsa:54361	WNT4	P56705	Thyroid hormone signaling pathway
5359	205	210	GErel	expression	-->	hsa04919:56	hsa:7067	THRA	P10827	hsa:1499	CTNNB1	P35222	Thyroid hormone signaling pathway
5360	205	211	GErel	expression	-->	hsa04919:57	hsa:7067	THRA	P10827	hsa:4851 hsa:4853 hsa:4854 hsa:4855	NOTCH1	P46531	Thyroid hormone signaling pathway
5361	205	212	GErel	expression	-->	hsa04919:58	hsa:7067	THRA	P10827	hsa:652	BMP4	P12644	Thyroid hormone signaling pathway
5362	79	80	GErel	expression	-->	hsa04919:59	hsa:3091	HIF1A	Q16665	hsa:6513	SLC2A1	P11166	Thyroid hormone signaling pathway
5363	79	184	GErel	expression	-->	hsa04919:60	hsa:3091	HIF1A	Q16665	hsa:5211 hsa:5213 hsa:5214	PFKL	P17858	Thyroid hormone signaling pathway
5364	15	78	GErel	expression	-->	hsa04919:61	hsa:5290 hsa:5291 hsa:5293 hsa:5295 hsa:5296 hsa:8503	PIK3CA	P42336	hsa:10231	RCAN2	Q14206	Thyroid hormone signaling pathway
5365	15	78	GErel	expression	-->	hsa04919:61	hsa:5290 hsa:5291 hsa:5293 hsa:5295 hsa:5296 hsa:8503	PIK3CA	P42336	hsa:10231	RCN2	Q14257	Thyroid hormone signaling pathway
5366	15	79	GErel	expression	-->	hsa04919:62	hsa:5290 hsa:5291 hsa:5293 hsa:5295 hsa:5296 hsa:8503	PIK3CA	P42336	hsa:3091	HIF1A	Q16665	Thyroid hormone signaling pathway
5367	93	94	PPrel	activation	-->	hsa04919:71	hsa:7067	THRA	P10827	hsa:60 hsa:71	ACTB	P60709	Thyroid hormone signaling pathway
5368	34	53	PPrel	activation	-->	hsa04928:2	hsa:846	CASR	P41180	hsa:2770 hsa:2771 hsa:2773	GNAI1	P63096	Parathyroid hormone synthesis, secretion and action
5369	34	47	PPrel	activation	-->	hsa04928:4	hsa:846	CASR	P41180	hsa:2767 hsa:2776	GNA11	P29992	Parathyroid hormone synthesis, secretion and action
5370	47	44	PPrel	activation	-->	hsa04928:5	hsa:2767 hsa:2776	GNA11	P29992	hsa:23236 hsa:5330 hsa:5331 hsa:5332	PLCB1	Q9NQ66	Parathyroid hormone synthesis, secretion and action
5371	191	192	PPrel	activation	-->	hsa04928:9	hsa:8074	FGF23	Q9GZV9	hsa:2260	FGFR1	P11362	Parathyroid hormone synthesis, secretion and action
5372	191	192	PPrel	activation	-->	hsa04928:9	hsa:8074	FGF23	Q9GZV9	hsa:2260	FLG	P20930	Parathyroid hormone synthesis, secretion and action
5373	194	195	PPrel	activation	-->	hsa04928:10	hsa:5594 hsa:5595	MAPK1	P28482	hsa:1958	EGR1	P18146	Parathyroid hormone synthesis, secretion and action
5374	194	195	PPrel	activation	-->	hsa04928:10	hsa:5594 hsa:5595	MAPK1	P28482	hsa:1958	ZNF225	Q9UK10	Parathyroid hormone synthesis, secretion and action
5375	35	36	PPrel	activation	-->	hsa04928:11	hsa:5741	PTH	P01270	hsa:5745	PTH1R	Q03431	Parathyroid hormone synthesis, secretion and action
5376	56	36	PPrel	activation	-->	hsa04928:12	hsa:5744	PTHLH	P12272	hsa:5745	PTH1R	Q03431	Parathyroid hormone synthesis, secretion and action
5377	36	87	PPrel	activation	-->	hsa04928:13	hsa:5745	PTH1R	Q03431	hsa:408 hsa:409	ARRB1	P49407	Parathyroid hormone synthesis, secretion and action
5378	87	88	PPrel	activation	-->	hsa04928:14	hsa:408 hsa:409	ARRB1	P49407	hsa:369 hsa:5894 hsa:673	ARAF	P10398	Parathyroid hormone synthesis, secretion and action
5379	36	19	PPrel	activation	-->	hsa04928:15	hsa:5745	PTH1R	Q03431	hsa:2767 hsa:2776	GNA11	P29992	Parathyroid hormone synthesis, secretion and action
5380	19	16	PPrel	activation	-->	hsa04928:16	hsa:2767 hsa:2776	GNA11	P29992	hsa:23236 hsa:5330 hsa:5331 hsa:5332	PLCB1	Q9NQ66	Parathyroid hormone synthesis, secretion and action
5381	36	26	PPrel	activation	-->	hsa04928:22	hsa:5745	PTH1R	Q03431	hsa:2778	GNAS	Q5JWF2	Parathyroid hormone synthesis, secretion and action
5382	36	26	PPrel	activation	-->	hsa04928:22	hsa:5745	PTH1R	Q03431	hsa:2778	GNAS	O95467	Parathyroid hormone synthesis, secretion and action
